"","id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"7166",14366355,64786467,"Sandra Elena","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5232050027128,13.4336155329422,"Entire home/apt",75,2,6,2016-09-21,0.66,1,0
"7167",6979892,36600084,"Mela","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5228688180757,13.4489315230308,"Entire home/apt",47,2,0,NA,NA,1,0
"7168",9471289,49086923,"Melchior","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.517279639036,13.4390185168044,"Private room",25,1,1,2016-10-23,0.15,1,341
"7169",3973420,14474248,"Simone","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5211199769262,13.4332972451433,"Entire home/apt",85,4,55,2017-04-24,1.77,1,237
"7170",5018744,25647766,"Chia Ling","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5244413057696,13.4308265527609,"Private room",39,1,0,NA,NA,1,0
"7171",17095650,45345462,"Ayse","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5199752220206,13.4507465105615,"Shared room",15,1,0,NA,NA,2,0
"7172",8953840,38232245,"Viviana","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5210842196463,13.4446973945618,"Private room",40,1,0,NA,NA,4,0
"7173",13804335,1130723,"Hans","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5177822091006,13.4427277519638,"Entire home/apt",40,30,1,2016-08-01,0.11,1,101
"7174",7863925,41445676,"Dorothee","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5202542370969,13.4463326116263,"Entire home/apt",150,1,0,NA,NA,1,0
"7175",1275243,3176812,"Katrin","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5249214150546,13.4439860261231,"Private room",43,1,26,2017-04-28,0.6,1,333
"7176",17432531,117937151,"Thomas","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.516796298761,13.4456055811863,"Entire home/apt",60,3,3,2017-04-03,1.64,1,338
"7177",9426577,48867071,"John","Friedrichshain-Kreuzberg","Karl-Marx-Allee-Nord",52.5269052545772,13.4245173372669,"Entire home/apt",60,4,24,2017-03-11,1.38,1,11
